business_id,name,address,city,state,postal_code,latitude,longitude
6965,HANG SENG MEAT MARKET,834 JACKSON ST,San Francisco,CA,94133,37.795788,-122.408834
6966,M.P. SEAFOOD MARKET,848 JACKSON ST,San Francisco,CA,94133,37.795786,-122.409065
7024,JERUSULEM,1300 FITZGERALD AVE ,San Francisco,CA,94124,37.722087,-122.393214
7033,SUNSET STRIP,2601 JUDAH STREET,San Francisco,CA,94122,37.761083,-122.490019
7055,EVERGREEN MARKET,2539 MISSION ST ,San Francisco,CA,94110,37.756385,-122.418816
7085,VALENCIA WHOLE FOODS,999 VALENCIA ST ,San Francisco,CA,94110,37.757054,-122.421076
7087,VALENCIA FARMER'S MARKET,1299 VALENCIA ST,San Francisco,CA,94110,37.752162,-122.420585
7093,DIVISADERO HEALTH HAVEN,621 DIVISADERO ST ,San Francisco,CA,94117,37.775185,-122.4379
7095,ABE'S MARKET,378 FILLMORE ST ,San Francisco,CA,94117,37.772822,-122.430498
7105,CENTRAL HAIGHT MARKET,1301 HAIGHT ST ,San Francisco,CA,94117,37.77036,-122.4437
7111,OAK FAIR MARKET,999 OAK ST ,San Francisco,CA,94117,37.773285,-122.435709
7112,NICK'S SUPER MARKET,144 PAGE ST ,San Francisco,CA,94117,37.774017,-122.423184
7119,LO-COST MEAT MARKET #2,2918 24TH ST ,San Francisco,CA,94110,37.752768,-122.410472
7206,NOE HILL MARKET,4001 19TH ST ,San Francisco,CA,94114,37.759393,-122.432839
7207,GOLDEN PRODUCE,172 CHURCH ST ,San Francisco,CA,94114,37.768187,-122.429024
7210,NOE VALLEY MARKET,200 NOE ST ,San Francisco,CA,94114,37.765728,-122.433275
7211,RELIANCE MARKET,699 CASTRO ST ,San Francisco,CA,94114,37.757743,-122.434626
7214,SUN FAT SEAFOOD,2687 MISSION ST,San Francisco,CA,94110,37.754094,-122.418586
7216,EL CHICO PRODUCE MARKET #2,4600 MISSION ST ,San Francisco,CA,94112,37.724489,-122.435026
7241,CHEVRON #1712,1790 LOMBARD ST ,San Francisco,CA,94123,37.800538,-122.430864
7243,CASA LUCAS #3,4555 MISSION ST ,San Francisco,CA,94112,37.725432,-122.434216
7275,HONG KUN COMPANY,2558 NORIEGA ST ,San Francisco,CA,94122,37.753618,-122.491031
7276,RADMAN'S PRODUCE MARKET,201D TURK ST,San Francisco,CA,94102,37.782939,-122.412479
7335,SWIRL ON CASTRO,572 CASTRO ST ,San Francisco,CA,94114,37.759738,-122.434935
7361,PASTAGINA,741 DIAMOND ST,San Francisco,CA,94114,37.751403,-122.436286
7366,ALL STATES BEST FOODS,1607 20TH ST ,San Francisco,CA,94107,37.759913,-122.397589
7372,WALGREENS,275 SACRAMENTO ST ,San Francisco,CA,94111,37.794356,-122.398393
7375,WALGREENS,5300 03RD ST ,San Francisco,CA,94124,37.729277,-122.392797
7379,CASA LUCAS MARKET,2934 24TH ST ,San Francisco,CA,94110,37.752758,-122.410602
7394,TORINO MARKET,4830 03RD ST ,San Francisco,CA,94124,37.734392,-122.390972
7405,TRADER JOE'S,3 MASONIC AVE ,San Francisco,CA,94118,37.783444,-122.447294
7407,TRADER JOE'S,555 09TH ST ,San Francisco,CA,94103,37.774722,-122.406761
7449,CHEVRON #1760,1298 HOWARD ST ,San Francisco,CA,94103,37.775314,-122.412819
7450,GENKI,330 CLEMENT ST ,San Francisco,CA,94118,37.783048,-122.462822
7456,COWGIRL CREAMERY/ARTISAN CHEESE,1 FERRY BUILDING  #17,San Francisco,CA,94111,37.795225,-122.39377
7457,24TH STREET CHEESE COMPANY,3893 24TH ST ,San Francisco,CA,94114,37.751564,-122.429369
7461,PACIFIC HEIGHTS CHEVRON,2500 CALIFORNIA ST ,San Francisco,CA,94115,37.788708,-122.435704
7464,ZELINSKY,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7467,RUSSELL'S CONVENIENCE #621,199 FREMONT ST ,San Francisco,CA,94105,37.789314,-122.395192
7471,S & P CONCESSIONS - MENDOCINO,FERRY PLAZA - PIER 1,San Francisco,CA,94111,37.794404,-122.39303
7474,PINE & TAYLOR MARKET,996 PINE ST,San Francisco,CA,94108,37.790724,-122.412193
7475,NORTH BEACH FOOD MART,900 COLUMBUS AVE ,San Francisco,CA,94133,37.802905,-122.413864
7477,HARBOR EMPEROR, 377  ,San Francisco,CA,94133,37.808494,-122.412
7479,RJ'S MARKET,1425 SANSOME ST ,San Francisco,CA,94111,37.803634,-122.403285
7480,UNION STREET PRODUCE,801 UNION ST ,San Francisco,CA,94133,37.799973,-122.412667
7482,TEN REN TEA CO S F LTD,949 GRANT AVE ,San Francisco,CA,94108,37.795803,-122.406614
7488,EUROPA EXPRESS,746-750 LA PLAYA ST ,San Francisco,CA,94121,37.774248,-122.510043
7489,GAS & SHOP,599 SOUTH VAN NESS AVE ,San Francisco,CA,94110,37.763803,-122.417326
7491,AUTO CITY FOOD MART,505 SO. VAN NESS AVE ,San Francisco,CA,94110,37.764773,-122.417416
7493,MR. PICKLE'S SANDWICH SHOP,3380 20TH ST ,San Francisco,CA,94110,37.758817,-122.416522
7495,LINCOLN 76,1200 LA PLAYA ST ,San Francisco,CA,94122,37.763483,-122.509335
7496,PERALTA,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7501,SAV MOR MART,4500 03RD ST ,San Francisco,CA,94124,37.737212,-122.390014
7502,RUSSELL'S CONVENIENCE #604,320 MISSION ST ,San Francisco,CA,94105,37.791051,-122.396074
7503,THE DAILY HABIT,1 MARITIME PLAZA,San Francisco,CA,94111,37.795227,-122.39914
7512,SUPERETTE MARKET,128 EDDY ST ,San Francisco,CA,94102,37.784337,-122.409814
7517,DISCOUNT GROCERS,1203 POLK ST ,San Francisco,CA,94109,37.787924,-122.420164
7519,EMPIRE MARKET,399 EDDY ST ,San Francisco,CA,94102,37.783682,-122.414178
7525,STONE HOUSE CALIF OLIVE OIL,1 FERRY BUILDING  #28,San Francisco,CA,94111,37.786766,-122.461545
7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR AVE ,San Francisco,CA,94112,37.724122,-122.429309
7528,ENCINAL,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7529,BILLIARD PALACADE,5179 MISSION ST ,San Francisco,CA,94112,37.715769,-122.441505
7530,HILLCREST MARKET,790 SILVER AVE ,San Francisco,CA,94134,37.728993,-122.419697
7534,RUSSELL'S CONVENIENCE #605,333 MARKET ST ,San Francisco,CA,94105,37.792037,-122.397852
7537,NEW WING HING SEAFOOD MARKET,2222 CLEMENT ST ,San Francisco,CA,94121,37.782118,-122.483191
7538,FREDS LIQUOR & DELI,151 06TH ST ,San Francisco,CA,94103,37.774722,-122.406761
7541,FOG HILL MARKET,1300 KEARNY ST ,San Francisco,CA,94133,37.800046,-122.405816
7546,ACME BREAD COMPANY,1 FERRY BUILDING  #15,San Francisco,CA,94111,37.795225,-122.39377
7547,SUR LA TABLE,1 FERRY BUILDING  #37,San Francisco,CA,94111,37.795225,-122.39377
7555,VINH KHANG HERBS & GINSENG,512 CLEMENT ST ,San Francisco,CA,94118,37.782957,-122.464762
7558,SEAFOOD CENTER,831 CLEMENT ST ,San Francisco,CA,94118,37.782724,-122.46826
7561,STARCO MART,1065 MISSION ST ,San Francisco,CA,94103,37.779804,-122.410063
7562,THOM'S NATURAL FOODS/FRESH ORGANICS,5843 GEARY BLVD ,San Francisco,CA,94121,37.780133,-122.482169
7571,ROXIE FOOD CENTER,1901 SAN JOSE AVE ,San Francisco,CA,94112,37.726948,-122.441391
7573,GREEN EARTH NATURAL FOODS,860 DIVISADERO ST ,San Francisco,CA,94117,37.777598,-122.438287
7575,SUPER MIRA,1790 SUTTER ST ,San Francisco,CA,94115,37.786568,-122.429754
7576,CHEVRON STATIONS INC. #1522,1501 VAN NESS AVE ,San Francisco,CA,94109,37.789645,-122.422314
7589,UPTOWN MARKET,684 LARKIN ST ,San Francisco,CA,94109,37.784085,-122.417613
7598,BEVERAGES & MORE,201 BAYSHORE BLVD ,San Francisco,CA,94124,37.744984,-122.404059
7599,INTINTOLI,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7600,MV VALLEJO,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7601,OLD BLUE,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7602,OSKI,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7603,ROYAL STAR,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7605,SONOMA LIQUORS,65 06TH ST ,San Francisco,CA,94103,37.774722,-122.406761
7608,BRYANT SHELL #4,598 BRYANT ST ,San Francisco,CA,94107,37.779764,-122.397869
7610,UNIMART,1201 HOWARD ST ,San Francisco,CA,94103,37.776098,-122.411712
7617,LITTLE VILLAGE MARKET,1450 SUNNYDALE AVE ,San Francisco,CA,94134,37.711887,-122.415782
7618,TEDDY GROCERY,298 TEDDY AVE ,San Francisco,CA,94134,37.715194,-122.408524
7634,S & P CONCESSIONS-MS MARIN, FERRY PLAZA PIER  ,San Francisco,CA,94111,37.794404,-122.39303
7635,SURFSIDE LIQUORS,950 INNES AVE ,San Francisco,CA,94124,37.732545,-122.376657
7636,LEE'S FOOD MARKET,1397 REVERE AVE,San Francisco,CA,94124,37.729455,-122.386364
7640,JUDAH MINI MARKET,2264 JUDAH ST ,San Francisco,CA,94122,37.761363,-122.486258
7641,OTHER AVENUES FOOD STORE,3930 JUDAH ST ,San Francisco,CA,94122,37.760519,-122.504331
7643,PACIFIC SUPER MARKET,2900 ALEMANY BLVD ,San Francisco,CA,94112,37.712148,-122.452076
7645,LUCKY PORK MARKET,2659 MISSION ST,San Francisco,CA,94110,37.754513,-122.418626
7646,VALENCIA GROCERY,1300 VALENCIA ST,San Francisco,CA,94110,37.752059,-122.420713
7649,SERV U MARKET,2750 21ST ST ,San Francisco,CA,94110,37.757608,-122.409771
7651,24 HR CONVENIENCE MKT,793 DIVISADERO ST ,San Francisco,CA,94117,37.776594,-122.438144
7652,GROVE ST. MARKET,500 GROVE ST ,San Francisco,CA,94102,37.777618,-122.425024
7653,HAYES MARKET,698 HAYES ST ,San Francisco,CA,94102,37.776298,-122.427744
7655,H & W GROCERY & LIQUOR,801 HAYES ST ,San Francisco,CA,94117,37.77598,-122.429577
7656,PARKSIDE MARKET,1600 HAYES ST ,San Francisco,CA,94117,37.774411,-122.442811
7661,DONA TERE'S MARKET,2780 21ST ST ,San Francisco,CA,94110,37.757578,-122.410392
7663,GGP MARKET,2948 24TH ST ,San Francisco,CA,94110,37.752748,-122.410822
7664,NORM'S MARKET,2201 BRYANT ST ,San Francisco,CA,94110,37.759045,-122.409726
7675,S & P CONCESSIONS-MS SAN FRANCISCO, FERRY PLAZA PIER  ,San Francisco,CA,94111,37.794404,-122.39303
7678,CASA THAI MARKET,3020 16TH ST ,San Francisco,CA,94103,37.765049,-122.420122
7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN AVE ,San Francisco,CA,94112,37.723133,-122.452707
7691,GOLDEN BEAR,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7698,S & P CONCESSIONS-MS SONOMA, FERRY PLAZA PIER  ,San Francisco,CA,94111,37.799005,-122.399862
7702,THE CITY STORE,2922 MISSION ST,San Francisco,CA,94110,37.750237,-122.418295
7711,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT ST ,San Francisco,CA,94118,37.782784,-122.467028
7715,FRIENDS OF ST. FRANCIS CHILDCARE,50 BELCHER ST ,San Francisco,CA,94114,37.76856225,-122.430426944
7718,MARE ISLAND,PIER 41,San Francisco,CA,94133,37.8094742,-122.4118508
7722,BAY MONARCH,PIER 41,San Francisco,CA,94133,37.808494,-122.412
7728,PETE'S UNOCAL 76,3701 NORIEGA ST ,San Francisco,CA,94122,37.753003,-122.503549
7729,S & P CONCESSIONS - DEL NORTE FERRY, FERRY PLAZA - PIER 1  ,San Francisco,CA,94111,37.794404,-122.39303
7736,LA LOMA PRODUCE #8,2840 MISSION ST,San Francisco,CA,94110,37.751476,-122.418435
7738,EL CHICO PRODUCE MARKET #4,2965 24TH ST ,San Francisco,CA,94110,37.752663,-122.411179
7744,SAFEWAY #759,625 MONTEREY BLVD ,San Francisco,CA,94127,37.731523,-122.45005
7745,"COST PLUS, INC",2552 TAYLOR ST ,San Francisco,CA,94133,37.805923,-122.41528
7747,SAFEWAY STORE #964,4950 MISSION ST ,San Francisco,CA,94112,37.71954,-122.438775
7748,FOODS CO. #351,345 WILLIAMS AVE ,San Francisco,CA,94124,37.730164,-122.399114
7755,ARIZMENDI BAKERY,1331 09TH AVE ,San Francisco,CA,94122,37.763448,-122.466344
7757,CAKE GALLERY,290 09TH ST ,San Francisco,CA,94103,37.768357,-122.419792
7759,PASITA'S BAKERY,10 PERSIA AVE ,San Francisco,CA,94112,37.723086,-122.435983
7761,LELENITA'S CAKES,3743 MISSION ST ,San Francisco,CA,94110,37.736628,-122.424163
7762,LIGURIA BAKERY,1700 STOCKTON ST ,San Francisco,CA,94133,37.801407,-122.409296
7764,YASUKOCHI'S SWEET SHOP,1790 SUTTER ST ,San Francisco,CA,94115,37.78659,-122.429815
7765,HILDA'S MART & BAKE SHOP,145 PERSIA AVE ,San Francisco,CA,94112,37.722477,-122.434488
7768,THE CAKEMAKER,509 LAGUNA ST ,San Francisco,CA,94115,37.775798,-122.426187
7771,NEW SWEETHEART BAKERY,2956 24TH ST ,San Francisco,CA,94110,37.752756,-122.411086
7772,LA REYNA BAKERY,3114 24TH ST ,San Francisco,CA,94110,37.752549,-122.414425
7778,PAN LIDO SALVADORENO #2 INC.,5216 MISSION ST ,San Francisco,CA,94112,37.71536,-122.441924
7779,LA MEXICANA BAKERY,2804 24TH ST ,San Francisco,CA,94110,37.752922,-122.408285
7786,DIANDA'S ITAL-AMER.PASTRY CO.,2883 MISSION ST ,San Francisco,CA,94110,37.750959,-122.418264
7791,SF HILTON - PASTRY/BAKERY,333 O'FARRELL ST LEVEL S,San Francisco,CA,94102,37.786102,-122.410207
7796,SUPER LOW MARKET,4515A MISSION ST ,San Francisco,CA,94112,37.72596,-122.433775
7856,MEE MEE BAKERY,1328 STOCKTON ST ,San Francisco,CA,94133,37.797935,-122.408581
7857,JOLT N' BOLT,2325 03RD ST 100,San Francisco,CA,94107,37.759868,-122.387584
7880,BALLROOM BAKERY,55 04TH ST ,San Francisco,CA,94103,37.784964,-122.404752
7923,SABELLA & LA TORRE COMMISSARY,PIER 45  SHED B,San Francisco,CA,94133,37.790805,-122.4036823
7997,COSTCO WHOLESALE,450 10TH ST ,San Francisco,CA,94107,37.770938,-122.41051
8005,GODIVA CHOCOLATIER,865 MARKET ST 146,San Francisco,CA,94103,37.784317,-122.407563
8113,FOUR SEAS IMPORT EXPORT,764 COMMERCIAL ST ,San Francisco,CA,94108,37.79396,-122.405662
8122,A. TARANTINO & SONS INC.,2275 JENNINGS ST ,San Francisco,CA,94124,37.725932,-122.3896
8141,ROCKY MTN. CHOCOLATE FACTORY,065 JEFFERSON ST,San Francisco,CA,94133,37.808397,-122.41378
8151,EVERGOOD SAUSAGE COMPANY,1389 UNDERWOOD AVE ,San Francisco,CA,94124,37.727494,-122.387918
8202,XIAO LOONG,250 WEST PORTAL AVENUE,San Francisco,CA,,37.738616,-122.468775
8249,FROG HOLLOW FARM MARKET,1 FERRY BUILDING E-13,San Francisco,CA,94111,37.795225,-122.39377
8251,HOG ISLAND OYSTER CO,1 FERRY BUILDING #11A,San Francisco,CA,94111,37.795225,-122.39377
8750,KOKORO ASSISTED LIVING,1881 BUSH STREET,San Francisco,CA,94109,37.787639,-122.428182
8821,WILLIAMS-SONOMA,340 POST ST,San Francisco,CA,94108,37.788438,-122.407414
8823,MIETTE,1 FERRY BUILDING SHOP 10,San Francisco,CA,94111,37.795225,-122.39377
8847,VILLAGE MARKET,1 FERRY BUILDING #29,San Francisco,CA,94111,37.795225,-122.39377
8882,IMPERIAL TEA COURT,1 FERRY BUILDING #27,San Francisco,CA,94111,37.795225,-122.39377
8948,SEGAFREDO,33 POWELL ST ,San Francisco,CA,94103,37.784858,-122.407764
9103,MARKETBAR,1 FERRY BUILDING #36,San Francisco,CA,94111,37.795225,-122.39377
9155,STARBUCKS COFFEE,350 RHODE ISLAND,San Francisco,CA,94103,37.765427,-122.402645
9156,MEXICO AU PARC,24 SOUTH PARK STREET,San Francisco,CA,94107,37.782218,-122.393423
9163,WRAPS TO GO,101 SPEAR STREET #A-14,San Francisco,CA,94105,37.792577,-122.393992
9164,WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,San Francisco,CA,94105,37.787227,-122.40028
9165,"HARVEST & ROWE, INC.",55 02ND ST 150,San Francisco,CA,94105,37.788524,-122.400422
9183,GOLD CORNER CAFE,2723 OAKDALE AVENUE,San Francisco,CA,94124,37.742012,-122.403523
9208,NORDSTROM EXPRESSO BAR,285 WINSTON DR.,San Francisco,CA,94132,37.726895,-122.475861
9232,FILLMORE STREET CAFE,1301 FILLMORE STREET,San Francisco,CA,94115,37.781974,-122.432474
9248,BELLY GOOD CAFE & CREPES,1737 POST ST. #393,San Francisco,CA,94115,37.785457,-122.430317
9273,TAQUERIA MANA,439 STOCKTON ST,San Francisco,CA,94108,37.790043,-122.407104
9283,LA FONDA,712 IRVING ST ,San Francisco,CA,94122,37.764108,-122.465531
9289,SUBWAY #27715,653 KEARNY ST,San Francisco,CA,94108,37.794305,-122.404784
9298,EL MANSOUR,3121 CLEMENT ST,San Francisco,CA,94121,37.781595,-122.492586
9310,LA PLAYA TAQUERIA,3817 NORIEGA ST,San Francisco,CA,94122,37.752963,-122.50458
9328,BOOS VONI TORTAS,5170 MISSION ST ,San Francisco,CA,,37.716163,-122.441438
9358,EDGEWOOD CHILDREN'S CENTER,1801 VICENTE ST ,San Francisco,CA,,37.739083,-122.485437
9359,CURRY SENIOR CENTER,315 TURK ST,San Francisco,CA,94102,37.782724,-122.414367
9436,ASSAB,2895 GEARY BLVD ,San Francisco,CA,94118,37.782016,-122.450026
9444,KIKI JAPANESE RESTAURANT,1269 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591
9463,ROLI ROTI,FERRY BUILDING,San Francisco,CA,94111,37.795184,-122.393819
9553,THE SAUSAGE FACTORY,517 CASTRO,San Francisco,CA,94114,37.760494,-122.434926
9582,DIMPLES,1700 POST ST.,San Francisco,CA,,37.785632,-122.429794
9599,SAN FRANCISCO SOUP COMPANY,275 BATTERY ST,San Francisco,CA,94111,37.793905,-122.400145
9631,7-ELEVEN STORE 2231-33429A,43 DRUMM ST,San Francisco,CA,94111,37.794066,-122.396535
9652,TOWN HALL RESTAURANT,342 HOWARD STREET,San Francisco,CA,94105,37.789563,-122.394821
9672,SAN FRANCISCO FISH COMPANY,1 FERRY BUIDING  #31,San Francisco,CA,94111,37.795225,-122.39377
9677,SUGAR BOWL,2238 GEARY BLVD,San Francisco,CA,94115,37.783198,-122.440983
9679,EASTERN BAKERY INC,720 GRANT AVE,San Francisco,CA,94108,37.793598,-122.406097
9710,RICKSHAW STOP,155 FELL ST,San Francisco,CA,94102,37.776223,-122.420497
9714,ROSE RESNICK LIGHTHOUSE FOR THE BLIND,214 VAN NESS AVE,San Francisco,CA,94102,37.777647,-122.419636
9727,7-ELEVEN STORE 2231-33434T,711 MARKET STREET,San Francisco,CA,94103,37.787287,-122.403882
9745,PANDA EXPRESS,1480 FILLMORE ST.,San Francisco,CA,94115,37.782808,-122.432577
9796,BROOKLYN PIZZA & RESTAURANT,219 JONES ST,San Francisco,CA,94102,37.783171,-122.412512
9797,KAISER PERMANENTE NUTRITION - 5TH FLOOR,2425 GEARY BLVD,San Francisco,CA,94115,37.782683,-122.443697
9869,DONUT WORLD,1399 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591
9873,CAFE ASIA,200 LARKIN ST 1ST FLOOR,San Francisco,CA,94102,37.779603,-122.416692
9948,WHOLE FOODS MARKET,399 04TH ST ,San Francisco,CA,94107,37.780934,-122.399772
10011,OSHA THAI NOODLE,819 VALENCIA ST.,San Francisco,CA,,37.759943,-122.421332
10030,MARSHALL ELEMENTARY SCHOOL,1575 15TH ST ,San Francisco,CA,94103,37.766864,-122.419014
10065,TACOS EL PRIMO CATERING TRUCK,2225  JENNINGS ST ,San Francisco,CA,,37.72623,-122.389335
10083,MORNING BREW CAFE,401 SANSOME ST,San Francisco,CA,94111,37.794024,-122.401299
10099,ROE RESTAURANT,651 HOWARD STREET,San Francisco,CA,94105,37.785817,-122.399422
10102,BODEGA BISTRO,607 LARKIN ST ,San Francisco,CA,94109,37.783533,-122.417603
10127,AMICI'S EAST COAST PIZZERIA,216 KING STREET,San Francisco,CA,94107,37.777803,-122.392489
10129,MAN HANG CATERING,2041 18TH AVE ,San Francisco,CA,,37.7497685918,-122.475195878
10131,CYBELLE'S FRONT ROOM,1385 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591
10170,PIAZA PELLEGRINI,659 COLUMBUS AVE,San Francisco,CA,94133,37.800851,-122.411062
10227,THE NAPPER TANDY,3200 24TH ST ,San Francisco,CA,,37.752581,-122.416482
10235,NIJIYA MARKET,1737 POST ST ,San Francisco,CA,94115,37.785457,-122.430317
10238,KING OF THAI NOODLE HOUSE,184 O'FARRELL ST ,San Francisco,CA,94102,37.786498,-122.407764
10280,TENDERLOIN ELEMENTARY SCHOOL,627 TURK ST,San Francisco,CA,94102,37.782034,-122.419777
10282,JEWISH COMMUNITY CENTER,3200 CALIFORNIA,San Francisco,CA,94118,37.787311,-122.446839
10332,HARVEST URBAN MARKET,191 08TH ST ,San Francisco,CA,94103,37.776384,-122.411684
10362,CROSSROADS,2130 FULTON ST,San Francisco,CA,94117,37.775117,-122.452065
10363,BRINDISI,485 PINE ST,San Francisco,CA,94104,37.791733,-122.403787
10373,EL TONAYENSE #4,1717 HARRISON ST ,San Francisco,CA,,37.769426,-122.413446
10376,GOOD FRIKIN CHICKEN,10 29TH ST ,San Francisco,CA,,37.744369,-122.420967
10377,AT&T - FAB FRY BREAD (LOWER CENTER FIELD) [147480],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.7779716,-122.3888595
10433,CAFE LA TAZA,470 POST ST,San Francisco,CA,94102,37.788128,-122.409705
10438,PIRAAT PIZZA,696 SUTTER ST,San Francisco,CA,94102,37.788858,-122.411754
10451,DOGGY STYLE,998 FOLSOM STREET,San Francisco,CA,94103,37.77865,-122.405578
10470,REAL FOODS,3060 FILLMORE ST,San Francisco,CA,94123,37.797848,-122.435607
10540,SLANTED DOOR RESTAURANT,1 FERRY BUILDING #3,San Francisco,CA,94111,37.795225,-122.39377
10572,EDISON CHARTER ACADEMY,3531 22ND ST ,San Francisco,CA,,37.755193,-122.425999
10615,RULLI RISTO-BAR,2300 CHESTNUT ST.,San Francisco,CA,94123,37.800188,-122.441454
10625,BOXED FOODS COMPANY,245 KEARNY ST,San Francisco,CA,94108,37.790453,-122.403994
10668,A16,2355 CHESTNUT ST,San Francisco,CA,94123,37.800043,-122.442097
10875,BRENDAS MEAT & THREE,919 DIVISADERO ST,San Francisco,CA,94115,37.778194,-122.438474
10876,ERNESTO'S,2301 CLEMENT ST ,San Francisco,CA,94121,37.782033,-122.483969
10877,CHINA FIRST INC.,336 CLEMENT ST,San Francisco,CA,94118,37.783038,-122.462982
10886,TASTE OF FORMOSA,2428 CLEMENT ST,San Francisco,CA,94121,37.782018,-122.485421
10931,ROYAL GROUND COFFEE,3101 GEARY BLVD ,San Francisco,CA,94118,37.781736,-122.452151
10964,ANGEL'S HOT DOGS,CORNER OF ALAMEDA AND HENRY ADAMS,San Francisco,CA,,37.790805,-122.4036823
10986,7-ELEVEN STORE 2231-33437T,217 SUTTER ST,San Francisco,CA,94108,37.789721,-122.404268
10990,TAK KEE LEE RESTAURANT,2435 NORIEGA ST,San Francisco,CA,94122,37.753623,-122.489929
11018,HAWAIIAN DRIVE-INN #28,4827 MISSION STREET,San Francisco,CA,94112,37.721131,-122.437475
11019,ALLEGRO ROMANO,1701 JONES ST.,San Francisco,CA,94109,37.796934,-122.415234
11034,RITA'S CATERING TRUCK,100 ALEMANY BLVD ,San Francisco,CA,94112,37.736917,-122.40892
11079,CAFE BELLO,2885 DIAMOND ST ,San Francisco,CA,94131,37.733771,-122.434038
11195,SAINT BENOIT YOGURT,1 FERRY BUILDING #50,San Francisco,CA,94111,37.790805,-122.4036823
11289,STARBUCKS COFFEE,280 KING STREET,San Francisco,CA,94107,37.776805,-122.393789
11304,HIDIVE,PIER 28 1/2,San Francisco,CA,94105,37.787914,-122.387718
11365,LE PETITT'S KITCHEN,265 GOLDEN GATE AVE,San Francisco,CA,94109,37.78169,-122.414823
11379,ALAMO SQUARE MARKET,535 SCOTT ST,San Francisco,CA,94117,37.774824,-122.436094
11416,EL BEACH BURRITO,3914 JUDAH ST,San Francisco,CA,,37.760851,-122.503998
11487,AT&T - GHIRARDELLI CHOCOLATE CO. (CLUB LEVEL) [147802],24 WILLIE MAYS PL,San Francisco,CA,94107,37.7779716,-122.3888595
11488,AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802],24 WILLIE MAYS PL ,San Francisco,CA,94107,37.7779716,-122.3888595
11491,BOULETTE'S LARDER,1 FERRY BUILDING  ,San Francisco,CA,94111,37.795184,-122.393819
11492,BURGERMEISTER,759 COLUMBUS AVE ,San Francisco,CA,94133,37.801696,-122.412257
11568,MIJITA,1 FERRY BUILDING,San Francisco,CA,94111,37.795225,-122.39377
11572,EAST & WEST GOURMET FOOD,100 ALEMANY BLVD.,San Francisco,CA,94110,37.7378085,-122.4077782
11594,THE GLAS KAT,520 04TH ST ,San Francisco,CA,94107,37.779237,-122.397709
11687,MARTHA & BROTHERS,50 01ST ST ,San Francisco,CA,94105,37.712073,-122.454869
11835,BARRETTE CAFETERIA,3250 19TH AVE ,San Francisco,CA,,37.729631,-122.47459
11860,COLIBRI MEXICAN BISTRO,438 GEARY ST,San Francisco,CA,94102,37.787098,-122.410594
11967,CANTEEN VENDING COMPANY,VARIOUS LOCATIONS,San Francisco,CA,,37.790805,-122.4036823
11974,WEST COAST VENDING & FOOD SERVICE,VARIOUS LOCATIONS,San Francisco,CA,,37.790805,-122.4036823
12001,CAHEE'S CATERING,4801 03RD ST ,San Francisco,CA,,37.734734,-122.390599
12029,BVHP MULTIPURPOSE SENIOR CTR.,1706 YOSEMITE AVE.,San Francisco,CA,94124,37.728015,-122.393657
12083,OOLA RESTAURANT & BAR,860A FOLSOM STREET,San Francisco,CA,94103,37.78093,-122.402669
12199,EL GALLO GIRO,3055 23RD ST ,San Francisco,CA,,37.754218,-122.413285
12240,MORENO'S HOTDOGS,INDIANA & CESAR CHAVEZ,San Francisco,CA,94124,37.750152,-122.390447
12285,ARAMARK COFFEE KIOSK,3555 CESAR CHAVEZ  ,San Francisco,CA,,37.748118,-122.420474
12344,THE VILLAGE MARKET & PIZZA,750 FONT BLVD,San Francisco,CA,,37.723462,-122.483012
12768,VASQUEZ COFFEE CO,50 MENDELL STREET #1,San Francisco,CA,94124,37.743419,-122.383536
12788,LA TERRA,511 HARRISON STREET,San Francisco,CA,94105,37.785856,-122.393158
13041,COI,373 BROADWAY ST ,San Francisco,CA,94133,37.798229,-122.40349
13062,EVERETT MIDDLE SCHOOL,450 CHURCH ST.,San Francisco,CA,,37.763794,-122.428617
13218,"LESLIE A. HENNESSY, INC.",545 02ND ST ,San Francisco,CA,94107,37.782504,-122.392843
